Date,apple_sent,tesla_sent,msft_sent,amzn_sent,nvda_sent
2020-09-29,0.0,0.9127,0.0,0.0,0.0
2021-01-28,-0.2899666666666667,0.12857894736842104,-0.9983,-0.0008142857142857198,0.0
2021-01-29,-0.019098437500000006,0.1912442953020134,0.25698000000000004,-0.3047221088435374,0.2668333333333333
2021-01-30,0.4829333333333333,0.5635533333333334,0.37325,0.14675675675675673,0.9998
2021-01-31,0.2580769230769231,0.29829459459459456,0.3849222222222222,0.18997692307692304,0.013000000000000012
2021-02-01,0.4236909090909091,0.48043600000000003,0.5784800000000001,0.6638941176470589,0.0
2021-02-02,0.42638750000000003,0.24572592592592593,0.8821833333333334,0.19303076923076926,0.24090000000000003
2021-02-03,0.46815999999999997,0.2781272727272727,0.9929714285714287,0.449015,0.9329
2021-02-04,0.4182928571428572,0.09402692307692308,0.5504222222222223,0.19146666666666667,0.9693666666666667
2021-02-05,0.3372909090909091,0.32821500000000003,0.4462529411764706,0.41323902439024385,-0.3612
2021-02-06,0.08711904761904764,0.3610589285714286,0.55885,0.23853589743589737,0.6997375
2021-02-07,0.4907,0.5399892857142857,0.843075,0.4199352941176471,0.8041
2021-02-08,0.20854285714285717,0.5583416666666666,0.9609666666666666,0.4519222222222223,0.007799999999999974
2021-02-09,0.8144000000000001,0.59755,0.9017,0.9476875,0.2749
2021-02-10,0.5416,0.7158375,0.95905,0.6345785714285714,0.9674333333333333
2021-02-11,0.981475,0.53455625,0.9935999999999999,0.7712222222222223,-0.8426
2021-02-12,0.6739,0.24758000000000005,0.6879428571428571,0.42762857142857147,0.26646
2021-02-13,0.991025,0.3435894736842105,0.9876166666666667,0.65480625,0.9564499999999999
2021-02-14,0.9634000000000001,0.8512055555555555,0.6780833333333334,0.9317875,0.9514
2021-02-15,0.8571,0.7692928571428572,0.61545,0.9457888888888889,0.9851
2021-02-16,0.0,0.40628333333333333,0.9999,0.7900714285714286,0.87825
2021-02-17,0.958625,0.5804285714285715,0.9189,0.6987,0.6299
2021-02-18,0.5555714285714285,0.49155333333333323,0.9924,0.4809571428571428,0.9875
2021-02-19,0.6589333333333333,0.01867,0.9916,0.39869166666666667,0.8256
2021-02-20,0.6807142857142858,0.5336375,0.98915,0.8466833333333335,0.9608666666666666
2021-02-21,0.6230166666666667,0.4739583333333333,0.9839,0.6883428571428573,0.98905
2021-02-22,0.9778,0.16343000000000002,0.0,0.59312,0.5927
2021-02-23,0.7208555555555556,0.5456375,0.9993,0.672875,0.74805
2021-02-24,0.7829333333333334,0.2902086956521739,0.94865,0.16218333333333332,0.0
2021-02-25,0.43067142857142865,0.483305,0.9943,0.9957000000000001,0.9987
2021-02-26,0.4380375,0.5799523809523809,0.0,0.7346625,0.9924
2021-02-27,0.019250000000000017,0.8283142857142857,0.992,0.7861153846153844,0.9994
2021-02-28,0.42385,0.7974666666666667,0.9985,0.7481249999999999,0.8588
2021-03-01,0.7087999999999999,0.9644571428571428,0.9851,0.14650000000000002,0.9693499999999999
2021-03-02,0.38855,0.4076,0.0,0.28575999999999996,0.0
2021-03-03,0.8434909090909091,0.41076250000000003,0.491675,0.31159166666666666,0.9593666666666666
2021-03-04,0.6705181818181818,0.458808,0.78495,0.68558,0.38280000000000003
2021-03-05,0.15385555555555555,0.2504892857142857,0.95922,0.6097454545454547,0.9745
2021-03-06,0.36429999999999996,0.2672346153846154,0.0,0.7436166666666667,0.0
2021-03-07,0.54825,0.5009,0.63245,0.7198166666666667,0.9984
2021-03-08,0.9939,0.29800000000000004,0.92145,0.7565,0.9981
2021-03-09,0.40998,0.6129333333333333,0.6355333333333334,0.9897750000000001,0.7038
2021-03-10,0.6797777777777778,0.32219375,0.77484,0.8217700000000001,0.9805333333333333
2021-03-11,0.69995,0.3953357142857143,0.25126666666666664,0.553275,0.0
2021-03-12,0.6841666666666666,0.7212666666666667,0.7951333333333332,0.44541250000000004,0.0
2021-03-13,0.36435,0.3568363636363637,0.9999,0.56576,0.8109
2021-03-14,0.89115,0.6987428571428571,0.9903333333333334,0.99855,0.0
2021-03-15,0.99455,0.5940857142857142,0.58825,0.7139333333333333,0.9637
2021-03-16,0.8346,0.2657933333333333,0.7420249999999999,0.8516285714285713,0.0
2021-03-17,0.634,0.2013222222222222,0.91795,0.92086,0.0
2021-03-18,0.7484500000000001,0.6367166666666667,0.90645,0.6136166666666667,0.0
2021-03-19,0.5961666666666666,0.0805166666666667,0.0,0.44483333333333325,0.0
2021-03-20,-0.09045999999999998,0.5910000000000001,0.9898,0.7462666666666667,-0.3182
2021-03-21,0.0,0.8206,0.9998,0.9969666666666667,0.0
2021-03-22,0.25445,0.7853999999999999,0.9996,0.4967750000000001,0.0
2021-03-23,0.9637,0.6577571428571429,0.29900000000000004,0.9922000000000001,0.9992
2021-03-24,0.99038,0.8060666666666667,0.81634,0.9846999999999999,0.0
2021-03-25,0.9456749999999999,0.6538571428571428,0.7171,0.9485,0.9998
2021-03-26,0.7252500000000001,0.7584500000000001,0.0,0.6113500000000001,0.0
2021-03-27,0.46552000000000004,0.38353333333333334,0.9291,0.9766333333333334,0.9934
2021-03-28,0.4424333333333334,0.9968666666666667,0.0,0.9961500000000001,0.0
2021-03-29,0.9673,0.892525,0.9645666666666667,0.9794999999999999,0.0
2021-03-30,0.9935,0.7209,0.0,0.874675,0.0
2021-03-31,0.8402,0.6411,0.8402,0.02106666666666664,0.0
2021-04-01,0.5891142857142857,0.4150222222222222,0.60205,0.988475,0.9997
2021-04-02,0.91015,0.5476,0.0,0.5418499999999999,0.0
2021-04-03,0.9627333333333333,0.25289999999999996,0.9994,0.8833500000000001,0.9969
2021-04-04,0.0,0.0,0.8737,0.93635,0.0
2021-04-05,0.9768,0.1933,0.9907,0.9768,0.0
2021-04-06,0.9989,0.6090625000000001,0.99585,0.9853999999999999,0.0
2021-04-07,0.86035,0.8699999999999999,0.0,0.8971333333333332,0.9442
2021-04-08,0.4734,0.48994,0.0,0.9728,0.0
2021-04-09,0.45992500000000003,0.5430428571428572,0.28595000000000004,0.5268,0.0
2021-04-10,0.7016249999999999,0.65232,0.0,0.9957,0.97705
2021-04-11,0.9376333333333333,0.9969333333333333,0.0,0.90725,0.9984
2021-04-12,0.0,0.503325,0.0,0.9971,-0.5362
2021-04-13,0.9992,0.59662,0.62375,0.9048666666666666,0.33255
2021-04-14,0.49645,0.3996916666666667,0.91825,0.66354,0.34455
2021-04-15,0.9963,0.34824000000000005,0.0,0.16983333333333336,0.0
2021-04-16,0.0,0.4638333333333334,0.0,0.99195,0.0
2021-04-17,0.26061666666666666,0.5693,0.5503,0.45752,0.9918
2021-04-18,0.0,0.9991,0.0,0.0,0.0
2021-04-19,0.9649333333333333,0.22211666666666666,0.0,0.9975,0.0
2021-04-20,0.7385,-0.11220000000000004,0.9907,0.943,0.9907
2021-04-21,0.9454666666666666,0.91995,0.9997,0.9895,0.0
2021-04-22,0.9996,0.3872,0.0,0.9996,0.2732
2021-04-23,0.75335,0.9725,0.9956,0.99775,0.0
2021-04-24,0.9929,0.6537000000000001,0.98055,0.9936,0.9929
2021-04-25,0.9736,0.9474,0.9474,0.99915,0.9998
2021-04-26,0.0,-0.7003,0.9311,0.1496,0.9758
2021-04-27,0.6375,0.3426166666666666,0.979,0.30725,0.0
2021-04-28,0.32255,-0.26053333333333334,0.399325,0.9716400000000001,-0.9794
2021-04-29,0.7555,0.6293888888888888,0.856225,0.6834399999999999,-0.7818
2021-04-30,0.4986,0.27916666666666673,0.0,0.9584,0.0
2021-05-01,0.42733333333333334,0.49846250000000003,0.9456,0.9974,0.9996
2021-05-05,0.8402,0.6881,0.0,0.8402,0.0
2021-05-06,0.7122999999999999,0.4277375,0.45704999999999996,0.9284250000000001,0.6260666666666667
2021-05-07,0.2048833333333333,0.41048,-0.9803,0.3237,0.9985
2021-05-08,0.9190499999999999,0.7326799999999999,0.9988,0.7022,0.0
2021-05-09,0.73386,0.9578800000000001,0.0,0.98305,0.8982
2021-05-10,0.25125,0.8432444444444445,0.9964999999999999,0.999,0.0
2021-05-11,0.5180333333333333,0.34496000000000004,0.9985666666666667,0.9258000000000001,0.0
2021-05-12,0.6261,0.6427,0.9972,0.6747571428571428,0.0
2021-05-13,0.9488,-0.12050000000000001,0.3612,0.0,0.0
2021-05-14,0.6954400000000001,0.30396,-0.015749999999999986,0.9608,0.0
2021-05-15,0.3786,-0.005333333333333338,0.6341,0.0,0.0
2021-05-16,-0.7398,-0.7398,0.9714,-0.7398,0.0
2021-05-17,0.0,-0.07933333333333337,-0.0516,-0.9953,0.0
2021-05-18,0.0,0.39061428571428575,0.7673,0.2537,0.9871
2021-05-19,0.0,0.0,0.0,0.4894,0.0
2021-05-20,0.9992,0.48274,0.998,0.6408,0.0
2021-05-21,0.6006333333333332,0.480825,0.7409,0.9973666666666666,0.9976
2021-05-22,0.0,0.49071999999999993,0.0,0.9937,0.5939333333333333
2021-05-23,0.0,0.98995,0.9481,-0.1300666666666667,0.0
2021-05-24,0.9413,0.05162,0.0,0.95105,0.0
2021-05-25,0.3889666666666667,0.24057499999999998,0.40874999999999995,0.7823333333333333,0.9986
2021-05-26,0.0,0.45147142857142847,0.9432,0.6502,0.896
2021-05-27,0.0,0.5145333333333333,0.0,0.5308,0.0
2021-05-28,0.998375,0.7729999999999999,-0.8424,0.79272,0.0
2021-05-29,0.9897,0.6908,0.0,0.43933333333333335,0.9897
2021-05-30,0.0,0.9879333333333333,0.8431,0.98265,0.9978
2021-05-31,0.5521,0.5398499999999999,0.7402,0.87525,0.9963
2021-06-01,0.9523,0.6510333333333334,0.0,0.9523,0.0
2021-06-10,0.894725,0.4340857142857143,0.0,0.99705,0.9993
2021-06-11,0.66792,0.45209,0.006299999999999972,0.6363624999999999,0.71285
2021-06-12,0.9697,0.54457,0.9666666666666667,0.7905181818181819,0.0
2021-06-13,0.0,0.0,0.0,0.9356,0.0
2021-06-15,0.5013,0.4996,0.9933,0.998525,0.9357
2021-06-16,0.9930000000000001,0.8091375000000001,0.9606,0.9742909090909092,0.0
2021-06-17,0.7976375,0.8990153846153845,0.0,0.7392600000000001,0.0
2021-06-18,0.07455,0.5487888888888888,0.9676,0.8041083333333333,0.376
2021-06-19,0.41745,0.3185875,0.9939,0.7573714285714285,0.7019599999999999
2021-06-20,0.7027,0.5486333333333333,0.9886,0.9841,0.816125
2021-06-21,0.02862500000000001,0.3944,0.0,0.7105571428571429,0.0
2021-06-22,0.009050000000000002,0.99086,0.9876,0.8711214285714287,0.74505
2021-06-23,0.9824666666666667,0.38989999999999997,0.8397333333333333,0.7185636363636363,0.5578000000000001
2021-06-24,0.7506125,0.30219375,0.9917,0.7977500000000001,0.0
2021-06-25,0.9737,0.46178636363636355,0.9962,0.09664999999999999,0.87235
2021-06-26,0.96485,0.3821,0.9282333333333334,0.9566833333333333,0.9365
2021-06-28,0.9972,0.0,0.0,0.9972,0.0
2021-06-29,0.2970428571428571,0.60518,0.40276000000000006,0.5336055555555556,0.35124
2021-06-30,0.0,-0.08107499999999998,0.9991,0.4428666666666667,0.0
2021-07-01,0.999,0.19113333333333335,0.96035,0.8290000000000001,0.626375
2021-07-02,0.008099999999999996,0.6015857142857143,0.9998,0.3267333333333334,0.0
2021-07-03,0.9979,0.608,0.7292000000000001,0.92245,0.2553
2021-07-04,-0.995,0.8776,0.0015000000000000013,0.9988,0.0
2021-07-05,0.86265,0.97565,0.9895,0.45892,0.0
2021-07-06,0.9904999999999999,0.04171999999999998,0.733425,0.656575,0.43542
2021-07-07,-0.9973,0.4967,0.0,0.6861999999999999,0.0
2021-07-08,0.1693,0.213925,-0.012299999999999978,-0.00764999999999999,0.0008000000000000229
2021-07-09,0.690075,0.5063,0.0,0.21524000000000001,0.48500000000000004
2021-07-10,0.4829875,0.7561,0.0,0.8402800000000001,0.9998
2021-07-11,0.761,0.0,0.761,-0.010249999999999981,0.0
2021-07-12,0.49405,0.2655,0.7492,0.38201999999999997,0.0
2021-07-13,0.7686999999999999,0.9642500000000002,0.9982000000000001,0.29190000000000005,0.9608800000000001
2021-07-14,0.61995,0.31156,0.0,0.47584,0.0
2021-07-15,0.5253916666666667,-0.001499999999999966,0.9891,0.35309999999999997,0.0
2021-07-16,0.8777666666666666,0.37534,0.7881499999999999,0.9734166666666667,0.522
2021-07-17,0.6589333333333333,0.0,0.9888,0.5002,0.98485
2021-07-18,0.0,-0.3509,0.0,-0.7773,0.0
2021-07-19,0.7307,0.4809666666666667,0.9875,0.9875,0.9875
2021-07-20,-0.06116666666666667,0.027759999999999972,0.0,-0.03817499999999999,0.5526666666666666
2021-08-02,0.0,0.9792,0.0,0.0,0.9964
2021-08-03,0.0,0.8476250000000001,0.0,0.7638222222222222,0.0
2021-08-04,0.8739333333333335,0.1366,0.23920000000000002,0.48646666666666666,0.22485000000000002
2021-08-05,0.5028333333333334,0.9139,0.9540500000000001,0.68245,0.9965
2021-08-06,0.7535,0.832625,0.99155,0.8210124999999999,0.0
2021-08-07,0.0,0.0,0.9997,0.2732,0.0
2021-08-08,-0.9672,0.01595000000000002,0.9615,0.9749666666666666,0.0
2021-08-09,0.04580000000000001,0.0267,0.9968,0.9999,0.0
2021-08-10,0.6365000000000001,0.11997500000000001,0.0,0.46003333333333335,0.0
2021-08-11,0.9694333333333334,0.6637625,0.9972,0.9027,0.0
2021-08-12,0.60775,0.26933333333333337,1.0,0.6214857142857143,0.0
2021-08-13,0.894,0.9961666666666668,0.983,0.9925666666666667,0.0
2021-08-14,0.8779,0.0,0.0,0.0,0.0
2021-08-15,0.0,0.0,0.0,0.8765,0.0
2021-08-16,0.0,0.9692,0.0,0.0,0.9978
